block_idx,uop_idx,opcode,elem_w,data_w,cont_w,addr_w,raw_operands
126,0,not,64,64,0,0,r8
126,1,add,64,64,0,0,r8 r15
127,0,sub,32,32,0,0,edx ecx
127,1,mov,32,32,0,64,dword ptr [rsp+0xc0] edx
128,0,mov,64,64,0,64,rcx qword ptr [rbx+rcx*8+0x110]
128,1,movzx,16,32,0,64,edi word ptr [rcx]
128,2,shr,32,32,0,0,esi 0xb
128,3,imul,32,32,0,0,esi edi
128,4,mov,32,32,0,0,edx r9d
128,5,sub,32,32,0,0,edx edi
128,6,mov,32,32,0,0,eax edi
128,7,shr,32,32,0,0,edx 0x5
128,8,mov,32,32,0,64,dword ptr [rbx+0x10] esi
128,9,add,32,32,0,0,eax edx
129,0,dec,32,32,0,0,edi
129,1,vmovd,32,32,128,0,xmm1 eax
129,2,vpinsrd,32,128,128,0,xmm0 xmm1 edi 0x1
129,3,vmovq,64,64,128,64,qword ptr [rsi] xmm0
130,0,mov,64,64,0,64,rsi qword ptr [rsp-0x10]
130,1,add,64,64,0,0,rsi 0x8
130,2,mov,64,64,0,64,qword ptr [rsp-0x10] rsi
131,0,mov,64,64,0,64,rcx qword ptr [rbx+rcx*8+0x110]
131,1,movzx,16,32,0,64,edi word ptr [rcx]
131,2,mov,32,32,0,0,edx esi
131,3,shr,32,32,0,0,edx 0xb
131,4,mov,32,32,0,0,eax edi
131,5,imul,32,32,0,0,edx edi
131,6,sub,32,32,0,0,esi edx
131,7,mov,32,32,0,0,edi edx
131,8,mov,32,32,0,0,edx eax
131,9,mov,32,32,0,64,dword ptr [rbx+0x10] esi
131,10,sub,32,32,0,0,eax edx
132,0,lea,32,32,0,0,eax ptr [r11+0x4]
132,1,mov,32,32,0,64,dword ptr [rsi+0x10efc] eax
133,0,lea,64,64,0,0,rbx ptr [rip+0x15b26]
133,1,movzx,8,32,0,64,esi byte ptr [rbx+rsi*1]
133,2,add,32,32,0,0,esi 0x24
134,0,movzx,8,32,0,0,ecx dh
134,1,mov,32,32,0,0,ecx ecx
135,0,mov,32,32,0,64,edx dword ptr [r8]
135,1,xor,32,32,0,0,edx eax
135,2,mov,32,32,0,0,ebx edx
135,3,shr,32,32,0,0,ebx 0x18
135,4,shr,32,32,0,0,edx 0x10
136,0,mov,32,32,0,64,eax dword ptr [rsp-0x14]
136,1,add,32,32,0,0,eax r10d
137,0,mov,64,64,0,64,rcx qword ptr [rsi+rcx*8+0x1800]
137,1,xor,64,64,0,64,rcx qword ptr [rsi+rbx*8]
137,2,shr,64,64,0,0,rax 0x20
137,3,xor,64,64,0,0,rax rcx
137,4,xor,64,64,0,64,rax qword ptr [rsi+rcx*8+0x1000]
137,5,xor,64,64,0,64,rax qword ptr [rsi+rdx*8+0x800]
138,0,mov,64,64,0,0,rax rdi
138,1,mov,32,32,0,0,ecx 0x8
138,2,and,32,32,0,64,esi dword ptr [rax+0xb98]
138,3,mov,32,32,0,64,edi dword ptr [rdi+0xb94]
138,4,sub,32,32,0,0,ecx edi
138,5,shrx,32,32,0,0,edx edx ecx
138,6,shlx,32,32,0,0,esi esi edi
138,7,add,32,32,0,0,edx esi
138,8,mov,32,32,0,0,edx edx
139,0,lea,64,64,0,0,rdx ptr [rdx+rdx*2]
139,1,shl,64,64,0,0,rdx 0x9
140,0,mov,64,64,0,64,rdi qword ptr [rsp+0x30]
140,1,lea,64,64,0,0,rax ptr [r11+0x1]
140,2,cmp,64,64,0,0,rdi rax
140,3,cmovb,64,64,0,0,rdi rax
140,4,mov,64,64,0,64,qword ptr [rsp+0x30] rdi
141,0,mov,32,32,0,64,r9d dword ptr [rsp+0x64]
141,1,and,32,32,0,0,r9d eax
142,0,mov,32,32,0,0,ecx 0x800
142,1,sub,32,32,0,0,ecx r11d
142,2,shr,32,32,0,0,ecx 0x5
142,3,add,32,32,0,0,ecx r11d
143,0,lea,32,32,0,0,edx ptr [rax+r14*1]
143,1,cmp,32,32,0,64,dword ptr [rsp+0x38] edi
143,2,cmovb,32,32,0,0,eax edx
143,3,add,32,32,0,0,eax eax
144,0,mov,32,32,0,64,ecx dword ptr [rsp+0x68]
144,1,and,32,32,0,0,ecx eax
145,0,mov,32,32,0,64,r13d dword ptr [rsp+0x6c]
145,1,test,64,64,0,0,rax rax
145,2,mov,32,32,0,0,esi r13d
145,3,shlx,64,64,0,0,r11 rcx rsi
145,4,cmovnz,64,64,0,0,rcx r9
145,5,mov,32,32,0,0,esi 0x8
145,6,add,64,64,0,64,rcx qword ptr [rsp+0x50]
145,7,movzx,8,32,0,64,ecx byte ptr [rcx+rdi*1]
145,8,sub,32,32,0,0,esi r13d
145,9,sarx,32,32,0,0,ecx ecx esi
145,10,movsxd,32,64,0,0,rcx ecx
145,11,add,64,64,0,0,rcx r11
146,0,lea,64,64,0,0,rcx ptr [rcx+rcx*2]
146,1,shl,64,64,0,0,rcx 0x9
147,0,lea,64,64,0,0,rsi ptr [rbx+rcx*1]
147,1,mov,64,64,0,64,qword ptr [rsp+0x18] rsi
148,0,mov,64,64,0,64,r13 qword ptr [rbx+0x8]
148,1,add,64,64,0,64,r13 qword ptr [r11+0x8]
149,0,cmp,32,32,0,0,r12d r13d
149,1,cmovbe,32,32,0,0,eax r12d
149,2,mov,32,32,0,0,edx eax
150,0,add,64,64,0,64,rdx qword ptr [rbx]
150,1,movzx,8,32,0,64,eax byte ptr [rdx]
150,2,lea,64,64,0,0,r10 ptr [rip+0x15f7f]
150,3,movzx,8,32,0,64,eax byte ptr [rdx+0x2]
150,4,movzx,8,32,0,64,ecx byte ptr [rdx+0x1]
150,5,xor,32,32,0,64,ecx dword ptr [r10+rax*4]
150,6,mov,32,32,0,64,r10d dword ptr [r10+r15*4]
150,7,movzx,8,32,0,64,r15d byte ptr [rdx+0x3]
150,8,shl,32,32,0,0,eax 0x8
150,9,xor,32,32,0,0,eax ecx
150,10,and,32,32,0,0,ecx 0x3ff
150,11,shl,32,32,0,0,r10d 0x5
150,12,xor,32,32,0,0,eax r10d
150,13,and,32,32,0,64,eax dword ptr [rbx+0x58]
150,14,mov,32,32,0,64,r10d dword ptr [r10+rax*4]
150,15,add,32,32,0,0,eax 0x10400
151,0,lea,64,64,0,0,rbx ptr [r9+rax*1]
151,1,mov,64,64,0,64,qword ptr [rsp-0x28] rbx
152,0,sub,64,64,0,0,rax r12
152,1,sar,64,64,0,0,rax 0x3
